0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212
5,3,4,4,4,2,5,5,4,4,1,4,3,1,3,5,5,3,2,4,4,4,4,1,3,4,4,5,5,5,1,4,1,2,3,4,4,4,4,3,5,2,2,1,1,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,5,3,5,5,5,2,5,4,3,4,4,3,5,5,5,5,5,5,5,5,3,5,5,2,5,5,5,5,5,5,5,5,5,3,5,5,2,5,5,5,1,5,5,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,42,32,36,30,35,14,8,9,11,12,18,11,12,12,18,5,9,14,12,15,78.57142857,62.5,50,62.5,62.5,67.85714286,39.28571429,71.42857143,43.75,18,1,1,1,1,1,18,9,16,11,3,17,16,10,12,20
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,5,3,2,1,1,4,1,1,1,1,1,1,1,4,1,3,2,4,2,5,3,5,4,5,1,5,4,5,4,4,2,4,4,4,4,2,4,3,4,2,4,2,3,3,5,4,3,5,4,1,5,3,5,1,5,3,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,39,30,42,35,21,13,7,9,14,15,18,14,15,11,12,2,4,14,13,11,0,0,0,0,0,7.142857143,7.142857143,39.28571429,84.375,19,1,1,1,1,0,17,9,18,14,7,21,11,4,13,18
2,2,2,2,2,2,2,2,3,2,2,3,2,2,1,3,1,3,3,2,2,3,3,2,2,3,3,3,1,3,2,2,3,1,1,3,1,3,2,3,1,2,1,1,1,1,2,2,2,3,2,3,4,2,2,2,3,4,2,2,4,2,4,2,4,3,4,3,4,4,4,2,4,4,4,4,4,2,3,4,3,4,3,3,4,3,2,2,3,3,4,4,4,4,4,4,4,4,3,3,2,4,3,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,35,27,34,31,22,13,7,8,12,10,16,12,12,11,12,2,6,11,10,12,25,31.25,28.125,37.5,33.33333333,21.42857143,10.71428571,32.14285714,71.875,16,1,1,1,1,0,15,8,16,12,7,16,10,5,10,17
3,2,4,5,5,1,1,3,1,2,1,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,1,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,3,2,4,3,1,2,1,3,3,4,4,4,4,4,1,4,4,4,2,4,3,3,4,4,4,4,4,4,4,4,3,2,4,4,4,3,2,2,3,2,3,4,4,2,4,4,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,37,23,36,24,22,10,6,6,10,13,17,8,10,8,13,1,4,12,10,11,64.28571429,21.875,18.75,0,25,32.14285714,10.71428571,0,62.5,22,1,0,1,0,0,14,6,14,14,5,14,13,3,10,20
4,4,3,2,2,2,3,3,2,3,3,3,3,2,2,3,1,4,3,2,3,3,2,2,2,3,2,3,3,2,3,3,3,1,2,3,2,4,3,2,2,1,1,1,1,1,2,2,2,3,3,1,4,3,2,2,1,3,2,3,4,2,4,1,4,4,4,4,4,4,4,2,4,4,4,2,4,2,2,4,4,4,2,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,36,23,31,32,20,11,8,6,11,10,14,12,14,10,12,1,5,12,10,12,42.85714286,43.75,40.625,34.375,45.83333333,39.28571429,7.142857143,32.14285714,68.75,17,1,0,0,1,0,14,6,15,12,6,18,10,4,10,18
3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,1,3,1,3,3,3,3,4,1,1,1,4,1,4,4,3,4,1,1,1,1,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,5,1,3,4,2,4,1,2,4,4,4,4,4,4,2,4,4,4,3,4,3,4,2,2,3,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,2,3,4,2,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,31,25,29,28,25,13,6,7,9,9,14,9,13,10,13,1,8,12,10,7,7.142857143,6.25,31.25,34.375,58.33333333,17.85714286,14.28571429,0,84.375,18,0,1,0,0,1,15,7,12,12,5,15,12,5,10,17
4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,2,2,2,5,2,3,2,2,2,2,4,2,2,2,2,4,2,3,4,2,2,2,4,2,4,4,3,5,4,1,3,4,4,4,4,4,4,4,3,4,2,2,4,2,2,3,2,3,2,3,2,2,4,3,2,3,3,3,2,3,3,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,37,28,35,24,26,14,4,8,11,12,15,9,12,7,14,2,6,12,11,12,39.28571429,28.125,25,28.125,25,39.28571429,42.85714286,28.57142857,71.875,19,1,1,1,0,1,17,8,15,13,4,16,14,4,11,18
3,1,1,1,1,1,1,3,1,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,2,2,1,4,1,4,2,4,2,4,4,4,1,4,4,4,2,4,2,2,4,4,4,2,4,4,4,2,4,2,4,2,4,3,5,4,2,1,4,3,4,2,4,2,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,38,24,39,35,17,10,9,6,12,14,17,12,15,12,11,1,4,12,12,12,10.71428571,12.5,9.375,0,8.333333333,7.142857143,21.42857143,0,90.625,18,1,0,1,1,0,16,6,16,14,8,20,8,3,12,18
1,1,3,3,3,1,2,3,3,2,2,2,1,1,2,2,2,2,2,2,2,4,4,3,3,2,4,2,2,2,3,2,3,2,2,2,2,3,2,2,2,1,1,1,1,1,2,3,2,2,2,2,3,3,2,3,4,3,3,3,4,2,4,2,2,4,4,5,2,2,4,2,4,4,2,2,4,2,4,2,5,4,5,2,1,2,2,4,2,1,4,4,4,2,4,2,2,4,4,4,4,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,19,19,36,28,28,9,4,6,12,12,16,12,11,9,16,2,6,8,4,5,32.14285714,25,21.875,50,33.33333333,28.57142857,7.142857143,28.57142857,50,23,0,0,1,0,1,11,6,16,12,5,15,16,4,4,11
4,4,4,3,3,1,1,5,1,4,1,4,2,2,3,5,4,4,4,3,3,2,1,3,3,3,3,3,4,3,4,2,3,3,2,3,3,2,2,3,4,3,4,3,1,3,3,3,4,3,2,2,3,4,4,3,4,4,4,4,3,2,4,2,3,4,4,3,3,4,3,2,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,3,3,4,4,4,2,4,3,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,37,23,33,32,22,10,8,7,10,11,16,12,13,11,15,2,3,12,12,11,64.28571429,34.375,68.75,40.625,54.16666667,42.85714286,50,46.42857143,37.5,23,1,0,1,1,0,13,7,14,12,7,17,13,4,12,18
1,1,3,3,3,1,1,3,1,3,1,3,4,3,3,1,1,1,1,4,3,2,4,1,3,4,3,4,1,1,3,1,4,1,1,1,1,2,1,1,1,1,1,3,1,1,2,1,3,1,3,3,4,1,1,1,2,4,3,3,5,2,3,1,4,1,5,5,5,5,5,1,5,1,3,5,5,5,1,4,1,5,5,5,3,3,1,4,1,5,4,5,3,1,5,5,4,1,2,4,1,5,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,39,35,41,20,13,17,4,10,15,12,19,7,9,9,5,1,2,12,15,11,28.57142857,28.125,12.5,50,33.33333333,10.71428571,7.142857143,25,78.125,19,1,1,1,0,0,20,10,20,14,2,12,9,2,15,16
2,5,2,1,2,1,2,3,2,4,2,3,4,4,4,4,2,3,3,2,4,1,4,2,4,1,4,5,5,5,5,5,5,4,1,4,3,5,1,5,5,2,1,1,1,1,3,2,3,4,4,2,2,4,2,4,1,5,4,4,1,3,4,3,2,4,4,4,3,2,2,4,4,4,4,3,4,2,4,2,4,4,2,2,2,4,4,4,4,4,5,4,4,4,5,2,4,4,4,4,2,4,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,26,17,29,32,28,6,8,5,10,8,15,13,14,10,15,3,8,10,9,6,25,40.625,62.5,43.75,100,53.57142857,32.14285714,50,50,18,0,0,0,1,1,10,5,14,9,6,18,13,7,9,13
5,4,3,3,2,3,2,5,1,3,1,3,2,5,5,5,3,2,5,5,4,4,1,1,3,1,2,1,1,1,1,1,1,5,3,2,1,5,5,3,1,1,1,1,1,4,5,5,5,3,2,4,1,5,3,3,3,5,5,5,5,3,5,5,3,5,4,2,3,4,3,2,5,5,5,5,3,2,4,4,3,3,1,3,3,5,5,5,5,4,4,4,3,3,5,4,4,5,4,3,2,2,3,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,34,28,26,39,32,14,8,8,9,10,11,14,16,14,16,5,8,12,11,10,64.28571429,37.5,71.875,40.625,0,67.85714286,17.85714286,78.57142857,31.25,23,0,1,0,1,1,16,8,12,10,8,23,14,10,11,16
4,4,4,3,3,1,1,5,1,4,1,4,2,2,3,5,4,4,4,3,3,2,1,3,3,3,3,3,4,3,4,2,3,3,2,3,3,2,2,3,4,3,4,3,1,3,3,3,4,3,2,2,3,4,4,3,4,4,4,4,3,2,4,2,3,4,4,3,3,4,3,2,4,4,4,4,4,2,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,3,3,4,4,4,2,4,3,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,37,23,33,32,22,10,8,7,10,11,16,12,13,11,15,2,3,12,12,11,64.28571429,34.375,68.75,40.625,54.16666667,42.85714286,50,46.42857143,37.5,23,1,0,1,1,0,13,7,14,12,7,17,13,4,12,18
1,1,2,1,1,5,4,4,2,3,2,2,4,4,4,2,2,2,2,3,3,3,4,2,2,1,2,4,2,2,2,4,4,1,1,2,1,5,1,2,2,1,2,1,1,1,3,5,2,1,2,1,4,4,2,3,2,4,5,4,5,3,2,1,5,1,1,4,2,5,4,1,2,5,1,4,2,4,4,4,2,4,5,2,4,1,1,1,5,5,4,3,2,3,1,5,4,2,3,2,1,4,5,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,39,30,29,15,29,16,4,8,9,10,13,5,5,6,16,1,9,8,13,13,7.142857143,56.25,43.75,37.5,50,28.57142857,10.71428571,35.71428571,50,19,1,1,0,0,1,17,8,13,10,4,7,14,6,13,17
2,3,4,5,5,3,3,2,2,3,2,1,2,1,1,3,3,3,3,1,2,2,3,2,3,2,2,2,3,2,4,2,2,1,2,2,1,1,1,3,1,2,1,1,1,2,3,2,2,1,2,1,4,2,2,3,4,3,1,2,3,4,4,4,3,4,4,4,4,4,5,2,4,4,3,3,3,3,4,3,4,4,2,2,4,3,4,4,3,2,5,4,4,2,4,1,4,5,4,4,4,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,28,20,29,32,29,7,5,8,10,10,13,12,14,10,14,4,7,11,5,10,64.28571429,31.25,34.375,28.125,37.5,10.71428571,14.28571429,21.42857143,65.625,18,0,0,0,1,1,11,8,14,9,5,19,14,7,5,17
4,4,3,2,2,2,2,4,2,2,1,4,4,3,3,2,2,3,2,3,3,1,4,1,2,4,3,4,1,3,3,3,2,3,1,3,4,4,4,4,4,2,3,1,1,2,4,4,4,3,2,4,3,3,3,3,2,3,2,4,3,2,4,3,4,4,4,4,4,3,3,2,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,4,4,2,4,3,4,4,4,4,2,3,4,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,37,20,31,27,26,10,4,6,10,10,15,10,11,10,13,3,6,11,12,12,50,40.625,37.5,40.625,41.66666667,57.14285714,35.71428571,64.28571429,53.125,18,1,0,0,0,1,11,6,14,12,4,15,13,7,12,17
4,2,4,2,2,2,2,3,3,2,1,3,3,1,2,2,2,3,1,2,2,2,3,3,3,2,2,3,2,3,2,2,2,2,2,2,3,3,2,3,4,3,5,3,2,2,2,2,2,2,2,2,4,3,2,2,4,4,2,2,3,3,4,2,3,4,4,4,4,3,4,2,4,4,3,3,4,2,4,2,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,3,4,4,3,3,2,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,30,24,30,31,22,11,8,7,10,9,14,12,13,10,13,2,5,9,11,8,46.42857143,34.375,21.875,34.375,33.33333333,32.14285714,53.57142857,25,65.625,21,0,0,0,1,0,14,7,14,11,6,18,11,5,11,14
3,3,3,3,3,3,3,3,3,3,3,4,3,2,5,4,3,2,4,2,5,4,3,3,2,2,1,1,4,3,2,2,2,3,3,3,3,4,2,3,2,2,2,3,2,2,3,3,3,3,2,1,1,5,2,4,2,3,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,3,2,3,2,5,2,5,2,2,5,2,2,5,2,2,2,2,2,2,4,3,2,2,2,2,3,3,3,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,35,26,27,29,23,16,4,7,11,7,11,9,14,10,8,5,6,10,8,15,50,53.125,56.25,43.75,33.33333333,50,32.14285714,39.28571429,31.25,27,1,1,0,1,0,16,7,16,4,4,18,9,7,8,17
4,4,3,4,4,2,2,3,2,2,2,3,2,3,3,4,3,4,4,3,3,3,3,5,2,3,2,2,3,3,4,2,4,2,2,3,2,3,2,4,4,4,4,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,4,2,4,4,4,4,4,4,3,2,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,2,4,3,4,4,3,3,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,32,24,30,30,22,12,8,6,9,11,13,11,13,10,12,2,6,12,6,12,57.14285714,31.25,62.5,50,50,39.28571429,53.57142857,50,50,23,0,0,0,1,0,15,6,13,10,5,17,10,6,6,18
4,4,3,2,2,2,2,4,2,2,1,4,4,3,3,2,2,3,2,3,3,1,4,1,2,4,3,4,1,3,3,3,2,3,1,3,4,4,4,4,4,2,3,1,1,2,4,4,4,3,2,4,3,3,3,3,2,3,2,4,3,2,4,3,4,4,4,4,4,3,3,2,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,3,4,4,4,4,4,2,4,3,4,4,4,4,2,3,4,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,37,20,31,27,26,10,4,6,10,10,15,10,11,10,13,3,6,11,12,12,50,40.625,37.5,40.625,41.66666667,57.14285714,35.71428571,64.28571429,53.125,18,1,0,0,0,1,11,6,14,12,4,15,13,7,12,17
4,4,5,4,3,3,4,4,3,3,2,4,2,2,2,3,2,4,3,2,3,2,2,4,3,4,3,2,2,3,3,2,2,2,2,3,2,5,4,4,4,4,4,4,2,3,4,3,4,3,3,3,4,2,3,3,4,4,3,4,2,2,4,4,4,4,4,4,4,4,4,2,4,4,5,3,4,3,4,4,5,5,5,2,4,3,4,4,4,5,4,4,4,4,5,2,2,2,4,4,2,1,4,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,37,19,32,26,28,7,7,7,10,12,14,10,11,10,14,4,8,13,11,12,71.42857143,53.125,46.875,46.875,33.33333333,53.57142857,64.28571429,57.14285714,53.125,18,1,0,0,0,1,10,7,15,12,5,13,12,8,11,18
4,1,3,5,4,2,3,5,5,3,3,2,5,1,3,5,4,5,1,1,3,1,5,1,1,3,3,5,2,2,4,4,3,1,1,1,2,5,4,2,1,3,1,1,1,1,3,5,4,1,5,1,3,3,1,3,1,4,5,5,4,4,5,4,2,5,2,3,1,1,3,1,5,5,4,4,2,1,5,2,5,1,2,3,4,5,5,5,3,4,4,2,5,5,5,5,3,3,4,5,1,2,5,5,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,33,25,20,36,30,12,10,7,5,10,7,13,15,13,19,4,6,10,14,8,53.57142857,62.5,46.875,31.25,58.33333333,42.85714286,10.71428571,53.57142857,53.125,18,0,1,0,1,1,13,7,6,9,8,18,15,7,14,15
4,1,1,2,3,2,2,3,1,3,1,2,2,1,1,3,1,3,2,1,1,1,3,1,3,1,1,3,2,1,2,1,1,1,1,3,1,3,3,2,1,1,1,1,1,1,3,3,3,1,2,1,4,3,1,3,1,5,1,2,3,2,4,2,3,4,4,2,2,5,4,1,4,5,4,2,4,2,4,5,4,5,3,3,4,2,3,4,2,4,5,5,4,3,5,4,4,5,5,4,2,3,3,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,36,20,35,35,28,10,5,6,12,12,16,14,14,12,18,2,5,13,10,12,21.42857143,25,21.875,12.5,16.66666667,28.57142857,3.571428571,32.14285714,81.25,19,1,0,1,1,1,10,6,17,13,8,19,16,4,10,18
5,3,1,2,2,2,2,3,3,3,2,2,3,1,3,1,2,1,1,1,1,1,1,1,2,1,2,3,1,2,1,2,2,3,1,2,2,3,2,3,3,2,4,2,1,3,2,2,2,2,2,1,4,3,1,1,1,4,2,3,4,2,4,1,4,3,4,4,4,4,4,1,4,4,4,4,4,2,2,4,4,4,2,4,4,4,2,4,2,4,3,5,4,4,4,5,2,4,3,4,2,4,3,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,38,29,38,33,18,14,8,8,13,14,16,12,15,10,11,1,4,12,12,12,32.14285714,37.5,12.5,6.25,20.83333333,32.14285714,39.28571429,21.42857143,78.125,19,1,1,1,1,0,16,8,17,13,6,19,9,3,12,18
2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,1,3,2,4,4,4,4,4,4,4,3,3,4,4,3,3,3,1,5,2,5,3,4,3,5,2,3,4,4,4,4,4,4,4,4,2,4,4,4,3,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,29,31,32,33,16,15,8,8,11,8,17,11,16,10,10,1,3,11,7,9,25,28.125,25,25,29.16666667,25,25,25,62.5,29,0,1,0,1,0,19,8,16,10,5,20,9,3,7,16
2,2,2,1,1,3,2,2,1,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,36,30,28,32,22,16,8,8,10,8,14,12,14,10,12,2,6,12,10,12,14.28571429,31.25,31.25,25,50,25,0,0,68.75,22,1,1,0,1,0,18,8,14,8,6,18,10,6,10,18
4,3,3,3,2,2,3,3,2,3,1,2,2,3,4,3,2,4,2,3,3,1,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,1,3,1,1,2,3,3,4,3,3,2,2,4,4,3,3,3,3,4,4,3,4,2,2,4,4,2,3,4,3,2,4,4,4,4,4,2,4,2,4,2,3,4,2,2,4,4,4,2,4,4,3,4,4,2,2,4,4,3,4,2,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,24,21,29,32,25,10,6,7,10,12,11,12,12,12,15,2,6,11,5,6,46.42857143,31.25,56.25,34.375,50,35.71428571,25,50,37.5,24,0,0,0,1,1,12,7,12,11,8,17,13,6,5,15
1,3,2,2,2,3,3,2,2,3,3,3,3,2,2,2,1,4,2,4,2,2,2,2,2,3,4,2,2,2,3,3,3,2,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,3,1,4,3,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,5,4,4,4,4,4,3,2,2,4,2,5,4,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,38,25,32,26,20,11,8,8,10,9,17,8,12,10,12,2,4,12,13,11,25,43.75,34.375,40.625,37.5,3.571428571,17.85714286,7.142857143,40.625,18,1,1,0,0,0,13,8,14,10,4,14,10,4,13,17
1,1,1,1,1,1,2,5,4,3,3,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,5,1,4,3,3,3,3,5,2,5,3,5,5,5,1,5,3,5,5,5,1,5,5,3,4,1,5,5,5,2,5,4,5,5,5,5,5,5,5,1,5,3,5,1,5,4,5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,46,31,41,38,21,12,10,10,14,15,17,15,17,11,12,3,5,15,15,15,0,46.875,9.375,6.25,20.83333333,0,0,0,87.5,18,1,1,1,1,0,16,10,18,13,8,22,10,7,15,21
