0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212
5,5,5,5,3,2,3,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,3,3,1,4,5,3,5,5,5,5,4,2,2,5,5,5,5,2,5,2,2,5,5,5,5,5,5,5,2,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,28,22,30,29,30,10,8,6,10,10,14,10,12,11,16,4,8,10,6,10,89.28571429,56.25,100,78.125,91.66666667,60.71428571,75,78.57142857,15.625,31,0,0,0,1,1,12,6,14,10,5,16,14,8,6,14
2,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,3,4,4,4,2,3,3,2,4,4,4,4,2,2,3,2,2,3,4,3,4,3,4,2,3,2,2,4,4,3,2,4,4,4,2,4,4,3,4,3,2,4,3,4,2,4,4,3,2,4,2,4,4,4,3,3,2,4,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,27,16,29,26,30,8,4,4,9,10,14,10,11,9,16,4,6,9,8,8,53.57142857,50,56.25,50,50,25,35.71428571,60.71428571,34.375,29,0,0,0,0,1,10,4,13,12,4,16,16,8,8,14
1,3,2,1,1,2,3,3,1,2,2,3,3,3,3,1,3,4,3,3,3,3,4,3,3,3,2,3,2,3,3,3,3,2,3,1,3,3,3,4,4,3,3,4,2,4,4,3,3,2,3,1,3,4,1,2,2,4,2,3,4,3,4,3,4,4,4,4,4,4,4,2,4,5,4,4,4,2,3,5,4,3,4,3,4,3,4,5,3,5,3,3,4,4,5,4,2,4,4,4,2,4,4,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,39,26,31,31,25,13,7,8,9,11,14,13,13,10,14,3,6,12,13,13,21.42857143,34.375,40.625,50,45.83333333,39.28571429,60.71428571,42.85714286,65.625,19,1,1,0,1,1,14,8,12,11,6,17,11,6,13,17
4,2,4,3,4,2,2,4,3,2,5,4,4,2,1,3,3,2,2,1,3,2,3,2,2,3,3,2,4,3,4,2,3,2,1,2,1,4,1,3,1,1,1,1,1,4,3,2,4,3,2,2,4,2,1,3,4,4,2,2,4,2,4,1,4,1,4,5,3,4,4,1,5,4,4,4,2,2,4,5,2,5,3,4,4,4,1,5,3,5,2,4,4,4,5,4,2,4,4,5,1,4,4,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,41,33,37,32,23,16,8,8,13,13,15,13,14,10,15,1,5,13,14,13,60.71428571,56.25,31.25,34.375,50,21.42857143,17.85714286,39.28571429,68.75,20,1,1,1,1,0,21,8,18,11,5,19,13,4,14,18
2,2,2,1,1,1,2,3,2,3,3,3,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,1,3,3,3,2,2,2,3,2,2,3,2,2,1,2,1,2,1,2,3,3,2,3,3,4,4,3,3,3,3,3,2,4,3,4,2,4,2,4,4,4,2,4,2,4,2,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,2,4,4,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,28,28,35,32,22,12,8,8,12,12,15,12,14,10,12,2,6,8,6,12,14.28571429,34.375,40.625,31.25,33.33333333,32.14285714,14.28571429,39.28571429,53.125,19,0,1,1,1,0,16,8,16,11,6,18,12,6,6,14
4,2,2,2,2,1,2,1,1,2,2,2,2,4,4,4,2,2,2,2,3,3,4,2,2,2,2,4,4,2,2,2,2,2,2,3,3,4,4,3,2,1,1,2,2,2,2,3,2,2,3,2,3,3,2,2,2,4,2,3,4,3,4,2,4,3,4,4,4,4,4,2,4,5,3,3,3,3,4,4,3,3,4,5,4,3,3,2,2,3,4,4,3,3,4,4,2,3,5,5,3,2,4,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,34,26,30,25,24,13,6,7,11,12,11,10,9,10,16,2,3,12,8,12,35.71428571,15.625,50,37.5,41.66666667,53.57142857,21.42857143,35.71428571,65.625,19,0,1,0,0,0,15,7,14,10,5,13,14,4,8,18
2,1,3,4,4,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,3,3,3,3,2,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,3,2,2,2,1,4,2,2,3,4,4,3,3,4,2,4,1,2,4,4,4,2,2,4,1,4,5,2,4,4,2,4,1,4,4,5,2,2,3,4,4,2,2,5,5,4,4,4,2,2,4,4,4,2,5,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,22,22,37,29,26,9,7,8,11,14,17,12,11,10,17,1,6,8,7,5,42.85714286,18.75,15.625,43.75,33.33333333,21.42857143,10.71428571,21.42857143,59.375,23,0,0,1,1,1,12,8,15,13,6,15,14,3,7,12
3,4,3,3,3,3,4,4,1,5,3,4,4,3,3,5,3,4,4,4,4,5,5,3,5,3,4,5,2,5,5,4,4,3,3,3,4,5,4,3,3,1,1,4,4,4,4,5,3,3,4,4,2,5,4,4,4,4,3,5,1,3,3,5,1,5,3,5,1,1,1,1,5,5,1,1,5,1,5,1,5,5,5,5,2,1,3,3,3,3,5,4,3,3,4,1,2,2,5,5,5,2,5,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,19,8,34,24,32,4,4,2,10,13,15,11,8,9,20,5,4,7,6,4,53.57142857,62.5,71.875,78.125,79.16666667,67.85714286,46.42857143,71.42857143,28.125,19,0,0,1,0,1,5,2,15,13,6,12,18,8,6,11
1,1,1,1,3,1,1,2,4,1,1,3,3,3,3,3,1,5,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,4,1,2,4,1,3,3,1,1,2,1,4,3,3,2,2,3,1,4,4,2,3,2,5,2,2,2,1,5,2,4,4,4,1,5,5,5,1,5,4,2,4,2,1,4,5,5,4,4,4,4,4,4,5,2,5,4,2,4,5,5,4,1,5,1,1,1,4,1,4,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,36,24,33,41,17,9,9,9,8,12,15,15,16,15,10,2,4,8,14,13,10.71428571,25,56.25,21.875,8.333333333,28.57142857,28.57142857,35.71428571,68.75,18,1,0,1,1,0,11,9,12,12,10,22,7,4,14,13
2,2,2,3,3,2,3,3,1,1,1,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,2,1,4,1,3,2,2,2,2,3,1,3,4,4,2,1,4,3,2,5,2,2,4,1,2,5,2,4,4,5,5,5,5,5,5,2,4,1,4,3,4,4,4,3,2,2,4,2,4,5,5,4,2,3,4,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,33,21,28,19,32,9,3,8,7,10,14,10,8,5,19,1,8,8,10,13,32.14285714,21.875,15.625,0,4.166666667,14.28571429,10.71428571,14.28571429,68.75,19,0,0,0,0,1,11,8,12,11,2,13,18,5,10,14
1,1,2,2,1,2,2,2,3,2,1,2,2,2,1,3,1,3,2,1,2,1,3,3,1,1,1,3,1,1,1,2,2,1,1,1,1,4,3,3,2,2,2,1,1,2,3,2,3,1,2,1,3,2,2,2,2,3,3,3,3,2,4,2,3,3,3,3,3,4,4,2,4,4,3,3,4,3,3,3,3,4,3,4,3,3,4,3,2,3,4,4,3,3,4,3,2,4,4,4,3,4,3,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,30,24,33,30,23,11,6,7,9,12,16,11,12,11,14,2,4,11,8,9,10.71428571,25,28.125,15.625,16.66666667,25,21.42857143,25,62.5,18,0,0,1,1,0,14,7,13,12,6,17,13,4,8,16
3,4,4,3,3,3,2,3,2,3,2,4,4,3,3,3,4,3,2,3,3,2,2,4,3,3,3,2,3,2,3,2,3,2,2,2,3,5,3,3,4,3,2,2,2,3,4,4,4,3,3,2,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,4,2,4,4,3,4,5,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,2,3,3,2,3,3,4,4,2,3,4,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,37,22,32,24,26,9,6,8,11,11,14,8,9,10,14,4,5,12,11,11,60.71428571,46.875,50,46.875,37.5,50,42.85714286,60.71428571,37.5,20,1,0,0,0,1,12,8,15,11,4,14,13,7,11,19
4,3,4,3,4,3,4,5,4,4,5,4,5,4,5,4,3,4,4,5,3,4,3,3,4,5,4,5,3,4,3,3,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,4,3,3,4,5,5,3,4,3,3,4,5,4,4,5,4,3,3,4,3,4,5,3,4,3,3,4,3,5,5,3,4,3,3,4,3,4,5,3,4,3,3,4,5,5,5,3,4,3,3,4,5,4,3,4,5,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,34,25,30,28,25,11,6,9,10,11,14,11,12,9,14,3,5,10,11,11,75,81.25,75,71.875,66.66666667,75,75,75,46.875,23,0,1,0,0,1,13,9,14,9,5,14,13,6,11,17
2,2,2,1,1,1,1,3,2,2,2,4,2,2,2,3,2,3,2,2,2,2,2,2,2,1,3,4,3,1,2,3,3,2,1,1,1,4,4,1,1,1,1,2,1,2,3,2,3,1,2,1,2,4,2,3,2,4,2,3,4,2,3,2,3,4,4,3,3,4,4,2,4,5,3,4,4,3,4,4,4,4,4,2,3,3,3,3,3,3,4,3,3,3,3,3,2,3,5,3,3,3,4,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,32,24,33,26,29,11,6,8,10,11,15,9,10,10,17,2,7,10,9,10,17.85714286,28.125,37.5,25,41.66666667,32.14285714,7.142857143,28.57142857,56.25,20,0,0,1,0,1,13,8,14,12,6,14,15,5,9,16
4,4,3,2,3,3,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,3,3,2,2,2,2,1,4,2,1,1,3,4,3,2,3,3,4,2,2,2,2,2,2,3,4,2,5,4,4,5,5,4,4,4,5,5,1,4,5,5,3,3,3,5,3,5,5,5,5,4,2,3,2,2,1,4,3,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,34,29,35,34,22,11,10,9,10,13,17,10,16,13,14,2,5,9,13,11,53.57142857,25,0,0,0,7.142857143,35.71428571,28.57142857,75,48,0,1,1,1,0,16,9,15,12,6,19,11,5,13,15
1,5,5,5,5,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3,2,1,3,3,3,2,3,5,5,5,5,5,5,5,3,3,3,3,3,3,1,3,1,3,1,2,2,2,4,2,4,4,4,3,5,4,3,3,3,2,4,4,4,4,4,3,3,3,4,4,3,2,4,3,3,4,3,3,4,4,4,4,4,4,2,3,3,3,3,3,3,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,32,25,35,30,26,12,7,7,12,12,15,10,14,10,13,4,7,10,9,11,82.14285714,56.25,75,50,50,39.28571429,100,50,59.375,31,0,1,1,1,1,14,7,16,12,5,17,11,7,9,16
3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,4,2,3,4,4,4,4,4,3,2,4,4,4,3,4,2,5,4,5,3,3,3,2,3,3,3,3,3,5,4,4,4,4,3,1,4,4,4,1,4,2,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,34,19,34,32,25,8,7,6,11,13,14,12,14,10,15,2,6,12,11,9,7.142857143,0,0,37.5,0,21.42857143,0,0,81.25,19,0,0,1,1,1,10,6,14,11,6,18,13,5,11,16
4,4,4,2,3,1,1,4,1,3,1,3,1,4,3,4,3,4,4,2,2,1,2,3,2,3,2,3,3,2,3,2,4,2,2,1,2,3,2,3,4,2,4,4,1,3,3,3,3,3,2,2,3,4,4,4,4,4,4,4,3,2,4,3,4,5,5,3,4,5,3,1,4,4,4,4,5,3,4,4,5,5,5,5,4,4,3,4,1,4,4,5,4,4,4,2,3,4,4,4,3,4,3,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,38,20,39,30,21,8,8,7,13,13,18,11,12,11,14,3,2,13,11,12,67.85714286,21.875,68.75,28.125,45.83333333,32.14285714,50,42.85714286,34.375,23,1,0,1,1,0,11,7,18,14,6,16,12,4,11,19
4,4,5,5,4,4,5,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,5,4,4,5,4,5,4,5,4,4,3,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,40,28,31,28,25,13,9,9,10,9,17,10,12,10,14,4,6,13,12,13,82.14285714,84.375,81.25,81.25,87.5,85.71428571,82.14285714,78.57142857,34.375,18,1,1,0,0,1,14,9,15,9,3,17,11,8,12,19
3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,2,2,2,2,3,3,2,2,2,4,4,3,4,3,3,3,3,4,3,2,4,2,3,2,2,2,2,3,3,2,3,2,3,3,4,4,3,3,2,2,4,3,4,4,2,4,3,2,4,4,3,2,3,3,3,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,27,27,30,25,26,14,6,7,10,10,14,11,12,6,14,3,6,9,9,7,50,50,62.5,59.375,70.83333333,35.71428571,50,53.57142857,53.125,22,0,1,0,0,1,16,7,14,11,6,13,13,6,9,13
1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,3,1,1,1,2,3,1,3,1,1,3,2,2,2,2,1,3,2,4,2,3,4,3,1,3,4,3,2,2,3,4,4,4,2,3,4,3,2,4,3,3,2,4,2,3,2,3,2,3,3,2,3,2,2,4,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,32,19,26,26,23,8,4,5,8,10,10,9,11,9,13,1,5,10,9,10,10.71428571,3.125,18.75,6.25,0,7.142857143,7.142857143,21.42857143,56.25,20,0,0,0,0,0,12,5,10,11,7,14,13,4,9,16
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,30,24,27,27,24,12,6,6,9,9,12,9,12,9,12,3,6,9,9,9,25,25,25,25,25,25,25,25,62.5,0,0,0,0,0,0,15,6,12,9,6,15,12,6,9,15
3,3,3,3,4,2,3,3,2,3,1,4,3,2,2,3,1,4,3,3,3,1,1,3,1,1,1,4,1,2,3,3,2,1,1,1,1,4,3,2,2,2,2,1,1,1,3,3,2,2,4,1,3,4,1,1,4,3,3,3,1,1,4,4,2,4,4,5,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,5,4,4,4,4,1,2,4,5,5,4,4,4,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,30,17,36,27,29,5,8,6,10,13,17,10,12,9,15,4,8,13,5,10,53.57142857,40.625,37.5,18.75,37.5,25,14.28571429,39.28571429,56.25,21,0,0,1,0,1,10,6,14,14,3,16,13,8,5,19
1,1,1,3,4,1,1,3,2,2,2,3,3,3,2,5,1,3,5,2,2,4,3,3,4,5,5,2,1,4,5,3,3,2,2,2,2,1,2,4,4,1,1,1,1,2,2,3,2,1,4,3,2,4,3,2,1,3,2,4,4,4,2,1,4,1,4,4,4,2,2,3,3,4,3,4,4,4,2,4,4,5,4,5,3,3,3,2,1,4,5,4,4,2,4,4,2,2,4,3,5,4,4,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,27,25,33,21,19,11,5,6,11,11,15,8,10,7,12,1,2,8,6,11,17.85714286,28.125,56.25,62.5,50,28.57142857,25,35.71428571,53.125,25,0,1,1,0,0,15,6,16,9,4,11,12,2,6,13
4,2,3,2,2,1,1,3,1,3,1,1,3,1,2,4,1,4,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,4,1,2,1,1,1,1,2,3,4,2,2,3,1,4,2,1,3,2,4,3,2,2,4,1,2,3,1,2,4,3,4,3,2,1,3,2,3,3,4,3,4,1,2,4,1,4,4,1,2,4,5,3,2,3,2,4,5,4,5,4,5,1,4,2,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,39,30,26,22,28,15,6,6,9,8,11,11,11,4,13,2,9,11,15,11,39.28571429,18.75,28.125,6.25,16.66666667,17.85714286,7.142857143,35.71428571,71.875,18,1,1,0,0,1,19,6,11,9,4,14,14,6,15,17
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,4,3,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,31,25,28,28,25,13,6,6,10,8,13,9,12,10,13,3,6,12,7,9,32.14285714,25,31.25,43.75,41.66666667,28.57142857,25,28.57142857,53.125,23,0,1,0,0,1,16,6,13,8,6,16,13,6,7,18
3,2,3,2,2,2,2,3,2,4,2,2,3,4,4,4,2,3,2,3,2,3,4,1,2,3,3,4,3,3,2,3,3,2,2,2,2,4,2,3,3,3,2,1,1,2,4,3,2,2,2,1,3,3,1,2,3,4,2,4,3,2,4,3,4,2,4,4,3,4,3,2,4,4,3,2,4,2,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,2,4,4,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,36,23,31,28,28,10,7,5,10,10,15,11,11,10,15,3,7,11,11,12,35.71428571,37.5,53.125,40.625,50,35.71428571,28.57142857,35.71428571,62.5,21,1,0,0,0,1,15,5,13,12,6,14,14,7,11,17
5,4,4,4,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,3,4,2,1,3,5,1,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,42,28,34,30,24,8,9,10,10,11,17,9,14,11,15,1,6,14,11,15,64.28571429,50,25,25,25,25,7.142857143,0,37.5,21,1,1,1,1,0,14,10,15,13,2,19,12,6,11,21
4,3,2,2,1,3,3,4,2,5,1,2,2,2,1,4,2,4,2,3,3,4,5,4,2,1,1,5,5,3,3,3,3,3,1,1,2,1,5,1,1,1,1,2,1,2,3,3,3,1,2,1,3,3,1,2,1,2,3,4,2,1,4,3,3,4,4,5,3,4,3,1,5,5,4,2,5,3,4,3,4,5,4,2,3,3,4,4,1,4,5,5,4,3,5,2,2,5,5,4,1,2,3,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,35,17,37,31,28,7,6,5,11,14,17,13,13,10,17,3,5,12,13,9,28.57142857,43.75,34.375,46.875,66.66666667,35.71428571,7.142857143,32.14285714,59.375,21,1,0,1,1,1,10,5,16,15,4,19,15,4,13,16
4,4,3,3,4,1,1,1,1,1,1,3,2,2,3,2,4,3,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,3,1,3,1,2,2,3,2,3,2,3,1,3,1,3,4,3,2,3,3,3,2,3,2,2,2,3,2,3,2,2,3,3,3,4,4,3,4,4,4,3,4,4,3,4,3,4,3,5,3,2,2,2,4,3,3,3,3,4,2,3,4,4,3,2,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,31,26,27,26,24,12,6,7,8,9,14,7,12,10,14,2,5,10,7,11,64.28571429,9.375,43.75,0,12.5,21.42857143,25,35.71428571,53.125,27,0,1,0,0,0,16,7,11,11,6,15,13,4,7,17
